0.13,-11.81,-5.06,-0.07,-0.08,-0.49,2.25,1.25,1.63,-0.07,-0.01,-0.22,-1.63,1.50,-0.06,0.02,-0.01,-0.01,1.06,0.25,-8.06,0.05,0.16,-1.29,-0.25,-0.81,0.50,0.08,0.00,-1.29,-0.56,-0.63,-0.25,-0.22,-0.16,0.01
17.06,-0.06,-0.06,0.02,0.32,-1.29,2041.88,-0.06,-0.06,0.00,0.17,-1.29,6.44,-0.06,-0.06,0.00,-1.29,-0.01,-2.06,-1.13,0.88,0.23,-0.01,-0.01,0.75,-8.06,-0.06,0.10,0.08,-1.29,0.69,0.44,1.88,-0.31,-0.15,0.13
-0.50,-3.25,-0.06,0.10,0.37,-1.29,-0.81,-4.88,-0.06,-0.05,0.00,-1.29,1.25,0.06,0.44,0.00,0.06,0.04,2.50,-8.06,-0.06,0.13,0.09,0.02,1.13,0.00,0.56,0.01,0.08,-1.29,0.19,0.19,0.50,-0.37,-0.13,0.11
-0.19,0.06,0.19,-0.03,0.13,-1.29,-7.19,-0.06,-0.06,-0.21,-0.02,-0.18,0.50,0.31,-0.06,-0.01,-0.01,-0.01,-1.06,1.00,1.94,0.01,-1.29,-0.01,0.25,-0.06,-0.06,-0.05,0.01,-1.29,-0.19,-0.63,0.44,-0.32,-0.17,0.11
-2.38,-3.06,-2.50,-0.03,0.31,-1.29,17.88,2.13,-8.06,0.17,0.21,-1.29,-0.75,-0.19,-0.13,-0.04,0.04,-0.01,4.38,5.63,-8.06,0.34,0.35,-0.01,-0.50,0.56,-8.06,0.00,0.06,-1.29,-1.44,1.00,-0.06,-0.07,0.02,0.08
-0.63,-3.50,-1.19,-0.01,0.12,-1.29,4.75,2034.31,-0.06,-0.32,0.28,-0.01,0.19,0.19,-8.06,0.10,-0.01,-0.01,-9.19,5.75,6.75,0.29,0.28,0.02,-0.50,-0.81,0.63,-0.03,0.12,-1.29,1.31,0.38,-8.25,-0.42,0.07,0.43
-2.81,3.06,4.81,0.00,0.02,-1.29,-11.63,18.56,-0.06,-0.21,0.37,-1.29,0.00,-0.06,-0.06,0.00,-1.29,-0.01,13.63,-0.06,-0.06,-0.02,0.09,-1.29,0.63,-8.06,-0.06,-0.05,0.06,-0.01,5.75,1.25,2.75,-0.31,-0.12,0.29
2.50,0.13,-8.06,0.05,0.42,-0.01,1.69,-8.06,-0.06,0.18,-0.01,-0.01,-3.38,0.13,1.06,0.04,-1.29,-0.01,0.88,0.94,1.25,0.29,0.13,-1.29,-0.50,0.25,0.31,-0.04,-0.01,-0.08,-0.56,-0.56,-1.06,-0.28,-0.04,0.15
0.25,-8.06,-0.06,-0.01,0.10,-1.29,11.81,-12.56,-0.06,-0.37,0.15,-0.01,-2.44,-1.44,0.06,0.08,0.07,0.07,-1.50,1.44,1.00,0.09,0.22,-1.29,-1.00,0.38,-8.06,-0.06,-0.05,0.03,0.81,0.50,-0.06,-0.44,-0.25,0.24
-1.25,0.69,-0.06,0.03,0.03,-1.29,-35.75,-2.81,2042.38,0.09,-0.01,-0.01,0.06,0.13,0.19,-0.01,0.04,-0.01,2034.13,-0.06,-0.06,-0.05,-0.72,-0.01,0.44,-8.06,-0.06,0.03,0.06,-1.29,-0.25,-2.38,2.31,-0.25,-0.04,0.16
2.56,2.13,0.75,0.11,0.26,-1.29,-6.00,-0.06,-0.06,0.64,-0.01,-0.01,1.06,1.69,0.25,-0.01,0.10,-1.29,-9.50,8.06,2.88,0.15,0.32,-1.29,0.50,-8.06,-0.06,0.16,0.09,0.00,-5.06,-0.06,-0.06,0.12,-0.01,-0.01
2.00,-0.06,-0.06,-0.17,0.52,0.07,0.81,1.31,2.81,0.06,-1.29,-0.01,-3.00,-2.44,-1.75,0.20,-1.29,-0.01,-2.38,2.56,-8.06,0.07,-1.29,-0.01,-2.31,0.63,0.06,-0.09,-0.03,-0.12,-2.44,-0.63,0.31,-0.33,-0.33,0.07
2040.06,-0.06,-0.06,0.19,0.17,-1.29,36.63,65.88,-8.06,0.90,-1.67,-0.22,2.31,0.56,3.88,0.09,0.00,-1.29,7.19,2035.94,-0.06,-0.31,326.50,-0.01,2.81,-8.06,-0.06,0.19,0.16,0.02,4.50,2.38,-0.06,-0.31,-0.49,0.17
2042.75,-0.06,-0.06,0.05,-1.29,-0.01,13.56,-8.06,-0.06,0.22,-0.01,-0.01,-1.69,-0.25,0.88,0.21,-0.01,-0.01,-25.00,0.44,2.06,0.15,-1.29,-0.01,0.06,0.00,-0.06,0.07,0.02,-1.29,2.06,4.06,-8.06,-0.08,0.12,0.18
-2.63,-1.75,-0.81,-0.06,0.00,-1.29,5.88,0.63,-8.50,-0.37,1.11,-0.01,1.69,-0.06,-0.06,-0.04,-0.10,0.18,2041.69,-0.06,-0.06,-0.26,-0.48,0.24,-0.63,0.44,0.00,-0.28,-0.07,-0.11,-1.38,2043.75,-0.06,-0.26,-0.53,0.15
2043.63,-0.06,-0.06,0.01,0.03,-0.01,-1.63,0.06,1.50,-0.19,0.12,-1.29,-2.56,0.88,2.25,0.00,0.02,0.00,-2.50,0.06,-0.06,0.05,-1.29,-0.01,-0.44,1.31,0.25,0.06,0.12,0.09,0.56,-8.06,-0.06,-0.37,-0.19,0.31
-2.88,-2.81,-1.44,-0.07,0.15,-1.29,-9.44,-2.56,-0.13,0.08,0.11,-0.01,0.38,-0.06,-0.06,-0.07,-0.05,-0.07,1.94,-8.06,-0.06,0.17,0.18,-1.29,-0.56,-0.13,-0.19,0.02,0.11,-1.29,-0.56,0.06,1.94,-0.10,-0.15,0.12
25.94,39.13,-8.06,0.48,0.51,-1.29,-2.00,2043.13,-0.06,0.19,-1.29,-0.01,12.75,-8.06,-0.06,0.60,0.49,0.28,-1.63,-2.81,-0.88,0.23,-1.29,-0.01,0.25,-8.06,-0.06,-0.04,0.08,0.18,-0.63,1.00,1.50,-0.27,-0.18,0.07
1.13,-8.06,-0.06,0.16,0.34,-1.29,-0.25,0.50,0.69,-0.07,-0.04,-0.24,2.19,0.56,-0.06,0.22,-1.29,-0.01,-0.88,-1.63,0.06,0.10,-1.29,-0.01,0.25,-8.06,-0.06,-0.01,-0.10,-0.20,1.63,0.38,0.25,-0.41,-0.19,0.25
3.19,4.06,-8.06,0.01,0.03,-1.29,-2.31,3.56,-8.06,0.04,-0.01,-0.01,2.50,-8.06,-0.06,0.07,-1.29,-0.01,2042.94,-0.06,-0.06,-0.23,-0.38,-0.05,0.06,0.13,0.69,-0.08,0.00,-1.29,2.25,-8.06,-0.06,-0.43,-0.21,0.27
0.00,-0.06,-0.06,-0.07,0.28,-1.29,4.75,-8.06,-0.06,-0.37,0.16,-1.29,-0.25,-1.75,-0.06,-0.05,-0.01,-0.08,1.44,-0.06,-0.06,0.02,0.01,0.19,-2.06,0.19,-8.06,0.00,0.04,-1.29,1.06,-8.06,-0.06,-0.21,-0.16,0.15
3.94,-0.06,-0.06,-0.14,0.13,-1.29,-1.75,0.19,-8.06,-0.25,0.33,-1.29,-16.75,-4.63,-0.06,-0.29,0.00,0.17,-1.75,0.44,0.56,0.15,0.20,-1.29,-3.50,10.63,-9.00,-0.40,0.08,-1.29,-0.75,0.31,-0.06,-0.28,-0.20,0.14
0.25,7.06,0.31,0.16,0.47,0.37,-8.38,-51.31,13.44,1.25,-1.29,-0.01,1.75,-0.06,-0.06,-0.06,0.33,-1.29,-16.31,9.38,5.06,1.83,-1.29,-0.01,1.75,-8.06,-0.06,0.31,0.15,0.03,-4.75,-0.06,-0.06,-0.60,0.65,0.25
-8.75,10.56,-8.06,-0.26,0.07,-1.29,4.25,5.88,-8.06,-0.41,1.36,-1.29,2041.38,-0.06,-0.06,0.00,-0.01,-0.01,-1.00,-2.94,3.38,0.36,0.03,0.32,-1.00,1.13,0.06,-0.12,0.00,-1.29,-1.19,-2.56,-0.44,-0.20,-0.47,0.07
-0.44,0.50,-0.06,0.01,0.22,-0.01,-1.19,3.06,-8.06,0.08,-1.29,-0.01,-1.13,1.13,-8.06,0.00,0.09,-1.29,1.81,0.44,1.06,0.07,-1.29,-0.01,1.25,-8.06,-0.06,0.23,0.18,-0.01,-0.06,-0.38,-0.63,0.12,-1.29,-0.01
-1.25,0.19,0.19,-0.02,0.11,-1.29,-3.13,2.50,-0.06,-0.02,-0.28,-0.28,0.75,0.31,0.06,0.06,0.03,-1.29,2.38,-8.06,-0.06,0.11,0.02,-1.29,1.19,-0.06,-0.06,0.01,0.06,-1.29,-0.13,2.00,-8.06,-0.26,-0.18,0.16
4.63,0.88,-8.06,-0.04,0.14,-0.01,0.19,1.00,-0.06,-0.18,0.04,-0.01,1.94,1.38,-8.06,-0.01,-0.06,-0.07,-0.31,-2.25,-0.69,0.05,-1.29,-0.01,0.50,-8.06,-0.06,0.03,-1.29,-0.01,0.50,0.00,1.31,-0.21,-0.26,0.15
2.56,0.31,0.13,-0.12,0.30,-1.29,-0.44,-0.94,0.00,-0.04,-0.12,-0.13,-0.81,-0.69,0.25,-0.18,-0.17,-0.16,1.81,0.31,0.75,0.09,0.01,-1.29,0.00,0.88,-8.06,-0.07,-0.05,-0.03,1.94,-8.06,-0.06,-0.28,-0.01,0.24
-0.13,0.13,-0.06,0.00,0.23,-1.29,-0.25,2040.25,-0.06,-0.04,-0.02,-0.08,-0.38,0.19,-8.06,0.05,-1.29,-0.01,5.50,1.25,-8.06,0.07,-1.29,-0.01,0.06,-8.06,-0.06,0.07,0.06,-1.29,-0.19,0.38,2.63,-0.24,-0.20,0.20
-3.63,6.44,2.00,-0.10,0.09,-0.01,-0.25,0.19,-8.06,-0.02,-0.02,-0.19,-0.69,0.19,0.13,0.08,-1.29,-0.01,-0.31,-0.13,-0.19,0.08,-1.29,-0.01,-0.19,-0.75,0.38,-0.03,-0.09,-0.11,-0.44,0.25,-8.06,-0.26,-0.20,0.16
0.44,0.69,-8.06,-0.07,0.11,-1.29,-1.06,-0.06,0.06,-0.06,0.00,-1.29,0.44,0.56,0.13,-0.02,-0.01,0.00,-0.38,1.44,0.19,0.05,0.03,-1.29,1.50,-8.06,-0.06,0.02,0.07,-1.29,-0.63,-0.63,-1.13,-0.16,-0.17,0.06
-0.44,0.19,0.13,-0.04,0.12,-1.29,0.44,0.19,0.00,-0.03,-0.09,-0.14,-0.94,0.25,0.06,0.03,-0.01,-0.01,0.63,1.25,-8.06,0.07,0.00,-1.29,-0.13,-0.13,-1.13,-0.03,0.00,-1.29,0.31,-8.06,-0.06,-0.22,-0.22,0.14
1.50,1.31,-0.06,0.00,0.20,-1.29,0.44,0.31,-0.06,0.00,0.02,-0.01,-0.69,-0.44,-0.25,0.09,-0.01,-0.01,-0.13,0.38,0.06,0.19,0.00,0.05,-0.50,0.13,0.19,-0.09,-0.05,-0.03,-0.63,0.31,0.13,-0.29,-0.14,0.24
0.00,-0.06,-0.06,0.02,0.20,-1.29,-0.44,-0.19,0.81,-0.01,-0.10,-0.16,1.19,0.13,0.81,0.09,-1.29,-0.01,0.19,-8.06,-0.06,0.10,0.00,-1.29,0.94,1.38,1.50,-0.12,0.07,-1.29,-0.06,0.19,-8.06,-0.18,-0.14,0.22
-0.06,0.56,0.31,-0.04,0.14,-1.29,0.00,0.06,0.00,-0.06,-0.04,-0.14,0.19,0.63,-8.06,0.02,-1.29,-0.01,-0.19,-0.81,0.00,0.08,0.08,-0.01,0.00,-8.06,-0.06,0.07,0.07,-1.29,0.81,0.38,0.00,-0.24,-0.12,0.13
-19.75,13.25,0.38,-0.22,-0.56,326.95,0.75,-0.06,-0.06,-0.06,0.01,-0.01,-2.25,-0.75,2.81,0.14,-1.29,-0.01,-1.38,0.31,0.13,0.03,-1.29,-0.01,-0.63,-1.13,2.06,0.11,-1.29,-0.01,0.56,0.88,0.00,-0.41,-0.26,0.16
-3.63,-1.00,-0.19,-0.08,0.22,-1.29,-0.38,-0.50,0.25,0.00,-1.29,-0.01,-0.50,0.31,0.00,-0.07,0.00,-1.29,-1.06,0.44,0.63,0.09,0.02,-0.01,-0.88,-0.69,-0.38,-0.01,0.08,-1.29,0.56,-0.06,-0.06,-0.26,-0.22,0.14
0.25,0.13,-8.06,-0.05,0.23,-1.29,0.19,0.06,0.06,0.02,-1.29,-0.01,-0.44,-0.56,0.31,-0.01,-0.12,-0.02,-0.06,0.25,0.19,0.14,0.03,-1.29,-1.00,0.13,-8.06,-0.03,-0.02,-0.12,0.25,-8.06,-0.06,-0.26,-0.15,0.17
0.69,-0.06,-0.06,-0.03,0.24,-0.01,0.38,-8.06,-0.06,-0.06,0.03,-1.29,-0.56,0.00,-0.06,0.00,-0.01,-0.01,0.38,-8.06,-0.06,0.11,-1.29,-0.01,0.75,-0.06,-0.06,0.03,0.00,-0.01,0.25,0.31,0.69,-0.24,-0.28,0.19
-0.94,-0.19,-0.50,-0.38,0.25,-1.29,1.63,0.56,-8.06,0.11,0.14,-1.29,2043.13,-0.06,-0.06,-0.33,-0.14,-0.39,1.75,-0.06,-0.06,0.22,0.21,0.15,-7.44,-0.06,-0.06,0.12,0.38,-1.29,3.50,7.81,2.00,-0.52,-0.32,-0.17
0.38,0.63,-8.06,0.04,0.16,-0.01,1.00,0.50,-8.06,-0.05,0.06,-0.01,4.31,2.00,0.06,0.03,0.14,0.08,-2.56,-0.06,-0.88,0.20,0.07,0.06,5.44,1.44,5.19,-0.04,0.30,-1.29,-3.69,2.44,-8.06,-0.40,-0.23,0.16
-1.00,-0.06,0.00,-0.04,0.17,-0.01,-0.31,0.06,-8.06,-0.06,0.11,-0.01,-1.06,0.25,-8.06,0.03,-1.29,-0.01,1.00,0.44,0.13,0.08,0.07,-0.01,-0.44,-0.13,-0.69,0.05,0.06,-1.29,0.25,0.13,-0.06,-0.21,-0.14,0.11
0.06,0.19,-8.06,-0.03,0.13,-1.29,0.31,-8.06,-0.06,-0.07,0.09,-1.29,2.00,-0.06,-0.06,0.06,-0.01,-0.01,-0.19,0.25,-8.06,0.07,-1.29,-0.01,0.38,-8.06,-0.06,-0.04,0.01,-1.29,0.06,-8.06,-0.06,-0.24,-0.22,0.08
-0.94,-0.25,0.44,-0.07,0.08,-1.29,0.06,-8.06,-0.06,-0.03,0.19,-1.29,-0.44,-0.56,0.69,0.03,-0.01,-0.01,0.19,-8.06,-0.06,0.16,0.03,0.00,-0.63,-0.56,-0.25,-0.01,0.00,-1.29,0.56,0.94,0.31,-0.38,-0.16,0.11
0.25,-8.06,-0.06,0.03,0.21,-0.01,-0.44,-0.06,-0.19,-0.07,0.16,-0.01,-0.25,-1.13,0.75,0.06,0.02,0.12,1.00,0.38,0.13,0.06,0.00,-0.01,0.94,0.63,-8.06,-0.11,-0.15,0.02,0.50,-8.06,-0.06,-0.06,-0.10,0.36
-0.81,-0.13,0.13,-0.06,0.15,-1.29,-0.38,-0.19,0.63,-0.05,0.12,-1.29,1.06,0.19,-8.06,0.02,0.00,-1.29,0.81,0.38,0.69,0.11,0.04,-1.29,-1.38,-0.69,-0.88,-0.04,-0.01,-0.08,2.81,0.25,0.38,-0.29,-0.11,0.35
-1.31,0.25,0.38,-0.02,0.25,-0.01,0.25,-0.06,-0.06,-0.02,0.11,-1.29,0.13,0.19,0.38,0.00,-1.29,-0.01,0.69,-8.06,-0.06,0.12,-1.29,-0.01,0.25,-0.06,-0.06,0.06,-1.29,-0.01,0.00,0.50,0.31,-0.23,-0.17,0.18
4.94,-9.38,11.00,-0.28,-0.33,326.69,-0.69,-0.50,0.25,0.04,0.03,-1.29,-1.38,0.00,-0.06,0.04,-1.29,-0.01,0.50,0.13,0.31,0.15,-1.29,-0.01,0.44,1.00,-8.06,0.20,0.21,-1.29,0.25,-0.06,-0.06,-0.24,-0.09,0.17
0.63,-0.06,-0.06,-0.08,0.25,-1.29,2.63,-14.63,-0.06,0.28,0.05,-0.01,-0.75,0.06,0.00,0.02,-0.01,-0.01,-9.13,6.38,2.19,0.42,-1.29,-0.01,-0.19,-0.56,-0.81,0.04,0.07,-1.29,-8.13,2.19,-8.06,-0.16,-0.22,-0.04
0.75,0.13,-8.06,0.00,0.18,-0.01,-3.63,1.13,1.50,-0.39,0.46,-0.01,-0.63,-0.13,-0.13,0.10,-1.29,-0.01,-1.44,0.19,0.00,0.02,0.01,0.02,0.31,0.63,-8.06,0.10,-1.29,-0.01,1.31,-8.06,-0.06,-0.32,-0.16,0.34
-0.69,0.06,-8.06,-0.08,0.05,-1.29,4.94,-8.06,-0.06,-0.15,0.21,-1.29,-0.81,0.06,0.00,0.00,0.00,-1.29,1.56,-8.06,-0.06,0.05,-1.29,-0.01,0.00,0.19,-8.06,0.03,0.15,-1.29,0.13,-0.06,-0.06,-0.27,-0.18,0.18
-0.63,0.50,1.06,-0.10,0.21,-0.01,0.31,0.13,1.00,-0.19,0.22,-0.01,1.31,0.75,-8.06,-0.02,-0.05,-0.04,-0.13,1.06,0.13,0.02,-1.29,-0.01,-0.13,-0.50,2.06,0.02,0.07,-1.29,1.06,0.31,-0.06,-0.35,-0.23,0.10
1.81,0.13,-8.06,0.00,0.23,-1.29,20.69,5.31,-8.06,-0.39,0.78,-0.01,1.00,-8.06,-0.06,0.06,-1.29,-0.01,1.38,-8.06,-0.06,0.21,0.40,0.00,0.56,-8.06,-0.06,-0.03,0.03,-1.29,3.44,0.44,-8.06,-0.36,-0.06,0.28
-1.13,-1.69,-1.19,-0.01,0.29,-0.01,1.88,-0.06,-0.06,-0.30,0.39,-1.29,-0.13,-0.13,0.31,0.00,-1.29,-0.01,1.25,1.50,0.13,0.04,0.11,-1.29,0.00,-8.06,-0.06,-0.02,0.03,-1.29,-1.06,-0.81,-0.94,-0.27,-0.16,0.15
0.75,2.25,0.13,-0.15,0.04,-1.29,-0.19,0.00,-8.06,-0.10,0.16,-1.29,0.06,0.00,-8.06,-0.02,-0.04,-0.05,-0.38,0.19,-8.06,0.11,-1.29,-0.01,-0.50,-0.75,-0.50,0.00,0.11,-1.29,0.00,0.00,-8.06,-0.28,-0.20,0.20
0.63,0.06,0.44,-0.04,0.15,-1.29,0.63,-8.06,-0.06,0.01,0.23,-1.29,0.56,-8.06,-0.06,0.02,-0.01,-0.01,-1.00,0.75,1.00,0.13,-1.29,-0.01,0.63,0.31,0.38,0.00,0.11,-1.29,-0.19,-1.25,-0.88,-0.23,-0.19,0.16
0.44,0.44,1.06,-0.01,0.29,-0.01,1.56,-0.06,-0.06,-0.04,0.21,-1.29,0.50,0.06,-8.06,0.06,-0.01,-0.01,-0.88,1.38,0.31,0.05,0.01,0.00,-0.56,0.00,-8.06,0.02,0.04,-1.29,-0.94,0.25,-8.06,-0.27,0.00,0.28
-0.38,-0.06,-0.19,-0.08,0.23,-1.29,0.81,-0.06,-0.06,-0.08,0.13,-1.29,1.00,-8.06,-0.06,-0.06,-0.13,-0.10,0.75,-8.06,-0.06,0.12,0.01,-1.29,0.81,-8.06,-0.06,0.02,0.07,-0.01,0.44,0.25,0.38,-0.30,-0.19,0.16
0.38,0.25,-8.06,-0.03,0.22,-1.29,-1.19,-0.19,0.50,-0.01,0.00,-1.29,0.38,0.06,-8.06,0.09,-1.29,-0.01,-0.56,0.44,0.13,0.12,0.00,-1.29,-0.69,-0.44,-0.75,-0.04,-0.01,-0.12,0.31,0.00,-8.06,-0.26,-0.11,0.17
-0.25,0.13,0.31,-0.03,0.15,-1.29,3.00,1.13,-8.06,-0.15,0.34,-1.29,-1.63,0.00,0.13,0.00,-1.29,-0.01,-0.38,-1.63,-0.19,0.32,-1.29,-0.01,0.31,-0.06,-0.06,0.04,0.11,-1.29,-0.69,3.81,2.13,-0.44,-0.11,0.06
0.31,-8.06,-0.06,-0.02,0.25,-1.29,-0.50,-0.13,-0.06,-0.03,0.11,-0.01,-0.06,-0.44,0.06,0.09,-1.29,-0.01,0.19,-8.06,-0.06,0.16,-1.29,-0.01,0.00,0.44,0.06,0.03,0.07,-1.29,-0.38,0.25,-0.06,-0.32,-0.18,0.16
-0.13,-0.31,-0.06,-0.04,0.22,-0.01,-0.69,-0.63,0.44,0.00,0.08,-1.29,-0.50,-0.13,0.06,0.04,-0.01,-0.01,-0.13,-0.44,0.19,0.15,0.03,-1.29,0.31,-8.06,-0.06,-0.01,0.13,-0.01,-0.44,0.06,-8.06,-0.29,-0.22,0.14
0.19,0.50,-0.06,-0.04,0.19,-1.29,-0.63,-0.06,-0.19,-0.01,0.14,-1.29,-0.94,0.31,-0.06,0.03,-0.01,-0.01,0.38,0.50,-8.06,0.17,-1.29,-0.01,-0.44,-0.63,-0.69,0.02,0.07,-1.29,-0.38,0.19,-8.06,-0.16,-0.22,0.18
-0.31,0.13,0.25,0.02,0.30,-1.29,2.31,-0.06,-0.06,-0.10,0.15,-1.29,0.63,0.00,-8.06,0.06,-1.29,-0.01,1.25,0.38,-8.06,0.15,0.01,0.00,0.31,0.13,0.19,-0.04,0.11,-1.29,0.19,-8.06,-0.06,-0.26,-0.17,0.23
0.00,-0.06,-0.06,-0.08,0.15,-1.29,-0.56,-0.44,0.25,-0.05,0.13,-0.01,0.19,-8.06,-0.06,0.05,-1.29,-0.01,-0.88,-0.31,0.44,0.13,-0.01,-0.01,0.00,0.06,0.38,0.01,0.08,-1.29,0.00,0.13,0.00,-0.32,-0.21,0.16
0.13,0.13,-8.06,-0.02,0.24,-1.29,0.31,-0.06,-0.06,-0.05,0.16,-1.29,0.13,-8.06,-0.06,0.04,-0.01,-0.01,0.75,0.63,-8.06,0.14,0.01,-1.29,-0.06,-0.06,0.00,0.01,0.05,-1.29,-0.50,0.19,-8.06,-0.22,-0.16,0.12
-0.19,0.13,0.13,-0.04,0.11,-0.01,-0.56,0.25,-8.06,-0.06,0.14,-0.01,0.19,-0.06,-0.06,0.03,-1.29,-0.01,-1.44,0.63,-8.06,0.18,-1.29,-0.01,-0.25,-0.25,-0.38,-0.06,-0.02,-0.11,-0.44,-0.06,0.25,-0.21,-0.18,0.12
-1.38,-1.13,-0.38,0.02,0.18,-1.29,5.50,1.44,0.56,-0.07,0.11,-0.01,0.25,0.13,0.19,0.09,-1.29,-0.01,0.81,-8.06,-0.06,0.12,0.07,-1.29,-0.38,-0.13,-0.38,0.05,0.06,-1.29,1.50,0.44,-8.06,-0.25,-0.17,0.15
-0.25,0.19,0.19,-0.04,0.17,-1.29,2034.44,-0.06,-0.06,-0.07,0.31,-0.01,0.56,0.56,0.19,0.08,-0.01,-0.01,-8.63,-4.00,3.06,-0.13,-0.19,0.02,-0.31,0.19,0.38,-0.01,0.11,-1.29,-1.56,0.50,0.00,-0.31,-0.34,0.07
1.44,0.06,-8.06,0.00,0.22,-0.01,32.56,5.13,55.06,326.74,-0.01,-0.01,0.44,-8.06,-0.06,0.09,-1.29,-0.01,-1.19,2.75,2.50,-0.15,0.57,0.02,-0.56,-0.38,0.13,-0.04,-0.02,-0.13,5.44,2.94,-8.06,-0.48,-0.34,0.05
-0.19,-0.31,0.75,-0.06,0.21,-1.29,13.38,5.50,64.50,-0.15,-0.04,-0.26,1.38,0.13,0.13,-0.03,-0.09,-0.01,2041.69,-0.06,-0.06,-0.07,-0.13,-0.07,1.00,0.31,1.56,-0.03,0.05,-1.29,-1.63,1.19,1.94,-0.27,-0.40,0.18
-0.88,-0.50,0.06,0.00,0.14,-1.29,1.56,-27.13,-8.88,0.03,0.51,-0.01,0.50,-8.06,-0.06,0.09,-1.29,-0.01,0.06,3.94,3.38,0.32,0.00,-1.29,0.25,0.38,-8.06,-0.03,-0.03,-0.12,1.88,2.31,-0.06,-0.12,-0.04,0.37
0.25,-0.06,-0.06,-0.03,0.21,-1.29,-3.56,1.38,-0.06,-0.10,0.16,-1.29,0.19,-8.06,-0.06,0.04,-1.29,-0.01,2.25,1.13,-8.06,0.00,0.01,-1.29,0.31,0.69,-8.06,0.00,0.02,-1.29,0.69,-8.06,-0.06,-0.23,-0.16,0.13
-0.56,-0.38,-0.25,-0.03,0.09,-1.29,26.13,-8.06,-0.06,326.90,-0.01,-0.01,0.88,0.56,0.25,0.03,-0.01,-0.01,2.19,-8.06,-0.06,-0.03,0.54,0.02,0.63,0.38,0.56,-0.03,0.00,-0.01,3.06,3.63,-0.06,-0.33,-0.03,0.28
0.25,0.44,-8.06,-0.02,0.21,-1.29,11.00,0.94,21.75,-0.06,0.28,-0.01,0.38,0.13,0.00,0.00,-1.29,-0.01,-2.50,0.38,-8.06,0.14,0.04,-0.01,-0.44,-1.25,-0.38,0.00,0.02,-1.29,0.00,1.31,-8.06,-0.28,-0.08,0.16
